ASV;assignmentQual;taxID;superkingdom;phylum;class;order;family;genus;species
ASV_43915;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43916;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43917;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43918;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43920;Low;65659;Eukaryota;Discosea;;Longamoebia;Acanthamoebidae;Acanthamoeba;Acanthamoeba comandoni
ASV_43922;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43923;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43924;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43925;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43926;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43929;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43930;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43931;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43932;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43934;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43935;Low;414;Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus
ASV_43936;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43938;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43941;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43942;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43943;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43945;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43946;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43947;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43949;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43951;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43952;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43953;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43954;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43955;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43957;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43960;Low;2026735;Bacteria;;Deltaproteobacteria;;;;Deltaproteobacteria bacterium
ASV_43961;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43963;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43964;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43965;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43966;Low;2069432;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tamlana;Tamlana carrageenivorans
ASV_43967;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43969;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43970;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43972;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43975;Low;73012;Eukaryota;;Xanthophyceae;Mischococcales;Botrydiopsidaceae;Botrydiopsis;Botrydiopsis alpina
ASV_43977;Low;1355330;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium faecale
ASV_43978;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43980;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43981;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43982;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43983;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43984;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43985;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43986;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43992;Low;5077;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium citrinum
ASV_43993;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43994;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43996;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43997;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_43999;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44000;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44001;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44002;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44004;Low;1130723;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter aestuarii
ASV_44005;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44006;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44008;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44009;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44012;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44013;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44014;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44015;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44019;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44020;Low;1051616;Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium nonalfalfae
ASV_44028;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44029;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44030;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44033;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44034;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44035;Low;1973054;Eukaryota;Discosea;Flabellinia;;Vannellidae;Vannella;Vannella sp.
ASV_44037;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44038;Low;55585;Eukaryota;;Xanthophyceae;Tribonematales;Heteropediaceae;Heterococcus;Heterococcus caespitosus
ASV_44040;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44041;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44043;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44044;Low;2778082;Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter sp. FDAARGOS 1247
ASV_44045;Low;60550;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia pyrrocinia
ASV_44046;Low;2768162;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas haemaphysalidis
ASV_44047;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44048;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44049;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44052;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44053;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44054;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44055;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44056;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44057;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44059;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44063;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44064;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44065;High;31216;Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Littorina;Littorina littorea
ASV_44066;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44067;Low;1871052;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia;Afipia sp.
ASV_44068;Low;2069432;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tamlana;Tamlana carrageenivorans
ASV_44069;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44070;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44072;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44073;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44075;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44076;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44077;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44078;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44079;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44082;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44083;Low;1925428;Eukaryota;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium sp.
ASV_44086;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44089;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44092;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44096;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44100;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44101;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44102;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44104;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44105;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44106;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44107;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44110;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44111;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44112;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44114;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44115;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44117;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44121;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44122;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44123;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44125;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44126;Low;396588;Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus
ASV_44129;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44130;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44131;Low;2026734;Bacteria;Chloroflexota;Dehalococcoidia;;;;Dehalococcoidia bacterium
ASV_44136;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44138;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44142;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44143;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44144;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44145;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44148;Low;2938601;Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Idaea;Idaea sp.
ASV_44150;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44151;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44152;Low;1522452;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris sp. MBTD-CMFRI-S048
ASV_44154;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44159;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44160;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44161;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44162;High;90269;Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Apophysomyces;Apophysomyces elegans
ASV_44167;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44176;Low;1523415;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. AAP5
ASV_44179;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44180;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44181;Low;1016987;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. THN1
ASV_44182;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44183;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44184;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44185;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44186;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44187;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44188;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44190;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44192;Low;85795;Eukaryota;Porifera;Demospongiae;Bubarida;Dictyonellidae;Scopalina;Scopalina ruetzleri
ASV_44194;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44197;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44198;Low;1872427;Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax sp.
ASV_44199;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44201;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44204;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44205;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44206;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44207;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44214;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44217;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44218;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44219;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44222;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44223;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44224;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44226;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44227;Low;316;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri
ASV_44228;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44229;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44231;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44232;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44233;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44235;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44237;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44238;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44239;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44240;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44241;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44243;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44244;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44246;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44247;Low;396588;Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio;Thioalkalivibrio sulfidiphilus
ASV_44250;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44253;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44254;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44255;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44257;Low;1913989;Bacteria;Pseudomonadota;Gammaproteobacteria;;;;Gammaproteobacteria bacterium
ASV_44259;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44263;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44264;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44267;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44269;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44273;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44274;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44275;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44276;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44282;Low;1812983;Eukaryota;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Lumbricillus;Lumbricillus rubidus
ASV_44284;Low;2916754;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sabulilitoribacter;Sabulilitoribacter sp. BrNp1-15
ASV_44285;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44287;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44288;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44289;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44290;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44295;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44297;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44299;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44301;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44302;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44303;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44305;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44307;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44308;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44312;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44313;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44314;Low;85094;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia frustulum
ASV_44316;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44317;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44319;Low;221717;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora laevissima
ASV_44320;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44322;Low;2906072;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas;Aurantimonas sp. HBX-1
ASV_44323;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44324;Low;2202148;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum thermophilum
ASV_44325;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44326;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44327;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44329;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44330;Low;2026786;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;;;Rhodospirillales bacterium
ASV_44331;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44332;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44333;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44334;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44336;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44338;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44339;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44341;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44342;Low;991863;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Fallacia;Fallacia sp. Baikal_260
ASV_44344;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44345;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44346;Low;1890523;Eukaryota;Arthropoda;Insecta;Diptera;Ephydridae;Ochthera;Ochthera mantis group sp. BOLD-2016
ASV_44347;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44348;Low;2557541;Eukaryota;;Bigyra;Bicosoecida;;Cafileria;Cafileria marina
ASV_44349;Low;2840469;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sediminis
ASV_44350;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44351;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44352;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44354;High;265564;Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira punctigera
ASV_44355;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44357;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44358;Low;2587856;Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer sp. THAF38
ASV_44359;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44361;Low;1383885;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;Muricauda aurantiaca
ASV_44364;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44365;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44366;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44367;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44368;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44369;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44370;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44371;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44374;Low;2782665;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. 200
ASV_44375;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44376;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44377;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44378;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44379;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44380;Low;1702228;Eukaryota;Oomycota;;;;Haptoglossa;Haptoglossa sp. DM2 4/12
ASV_44382;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44383;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44385;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44386;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44388;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44389;Low;1171980;Eukaryota;Annelida;Clitellata;Parvidrilida;Parvidrilidae;Parvidrilus;Parvidrilus meyssonnieri
ASV_44391;Low;192812;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania flava
ASV_44392;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44394;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44396;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44398;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44399;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44400;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44402;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44404;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44405;Low;1789827;Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;Vexillifera;Vexillifera expectata
ASV_44407;Low;1003076;Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium intricatum
ASV_44408;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44409;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44411;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44412;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44414;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44415;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44416;Low;42467;Eukaryota;;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium aureum
ASV_44417;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44418;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44419;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44420;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44421;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44422;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44424;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44425;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44426;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44427;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44428;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44429;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44430;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44432;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44433;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44434;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44436;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44437;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44438;Low;1302819;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea permitis
ASV_44439;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44440;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44441;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44442;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44443;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44444;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44445;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44446;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44448;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44449;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44452;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44454;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44456;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44457;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44460;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44461;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44462;Low;2782665;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. 200
ASV_44465;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44467;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44468;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44469;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44470;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44471;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44472;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44473;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44474;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44475;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44476;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44478;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44479;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44480;High;2874304;Eukaryota;Oomycota;;Pythiales;Pythiaceae;Halophytophthora;Halophytophthora sp. MHJ-2021g
ASV_44481;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44484;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44485;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44487;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44490;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44491;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44493;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44494;None;None;NA;NA;NA;NA;NA;NA;NA
ASV_44496;None;None;NA;NA;NA;NA;NA;NA;NA
